"day","value"
2015-05-12,142.528852383
2015-05-13,142.859545776
2015-05-14,143.190239169
2015-05-15,142.969776907
2015-05-16,143.851625955
2015-05-17,143.410701431
2015-05-19,143.631163693
2015-05-20,143.190239169
2015-05-21,143.410701431
2015-05-22,143.080008038
2015-05-23,143.3004703
2015-05-24,143.741394824
2015-05-25,143.741394824
2015-05-26,143.080008038
2015-05-27,145.064168396
2015-05-28,143.631163693
2015-05-29,142.639083514
2015-05-30,142.749314645
2015-05-31,143.190239169
2015-06-01,142.749314645
2015-06-02,142.969776907
2015-06-04,141.977696728
2015-06-05,142.528852383
2015-06-06,142.749314645
2015-06-07,143.3004703
2015-06-08,142.969776907
2015-06-09,143.3004703
2015-06-10,143.410701431
2015-06-11,142.639083514
2015-06-12,142.639083514
2015-06-13,143.3004703
2015-06-14,143.190239169
2015-06-15,142.639083514
2015-06-16,143.3004703
2015-06-17,142.639083514
2015-06-18,141.977696728
2015-06-19,141.977696728
2015-06-20,141.536772204
2015-06-21,142.308390121
2015-06-22,142.528852383
2015-06-23,142.087927859
2015-06-24,142.087927859
2015-06-25,142.639083514
2015-06-26,142.749314645
2015-06-27,143.520932562
2015-06-28,144.182319348
2015-06-29,143.520932562
2015-06-30,143.3004703
2015-07-01,143.190239169
2015-07-02,142.639083514
2015-07-03,142.19815899
2015-07-04,142.859545776
2015-07-05,141.757234466
2015-07-07,142.859545776
2015-07-08,142.969776907
2015-07-09,143.3004703
2015-07-10,142.528852383
2015-07-11,142.418621252
2015-07-12,142.087927859
2015-07-13,144.072088217
2015-07-14,143.961857086
2015-07-15,142.859545776
2015-07-16,143.520932562
2015-07-17,142.528852383
2015-07-18,141.426541073
2015-07-19,141.09584768
2015-07-20,142.308390121
2015-07-21,142.19815899
2015-07-22,143.190239169
2015-07-23,142.749314645
2015-07-24,142.528852383
2015-07-26,142.749314645
2015-07-27,142.087927859
2015-07-29,147.048328754
2015-07-31,143.190239169
2015-08-01,141.757234466
2015-08-02,141.977696728
2015-08-03,141.867465597
2015-08-05,141.867465597
2015-08-09,141.426541073
2015-08-10,141.647003335
2015-08-11,141.977696728
2015-08-12,141.647003335
2015-08-13,142.308390121
2015-08-14,142.749314645
2015-08-15,142.639083514
2015-08-17,143.080008038
2015-08-18,141.316309942
2015-08-19,144.072088217
2015-08-20,143.190239169
